,date,store_nbr,item_nbr,unit_sales,family,class,perishable,city,state,type,cluster,is_hot
6726,2013-05-25,19,108701,2.0,DELI,2644,1,Guaranda,Bolivar,C,15,0
4047,2013-05-25,15,114790,7.0,GROCERY I,1004,0,Ibarra,Imbabura,C,15,1
6255,2013-05-25,18,114778,15.0,GROCERY I,1016,0,Quito,Pichincha,B,16,1
4125,2013-05-25,15,114799,5.0,PERSONAL CARE,4126,0,Ibarra,Imbabura,C,15,0
5849,2013-05-25,17,111397,4.0,GROCERY I,1072,0,Quito,Pichincha,C,12,0
7358,2013-05-25,19,108952,4.0,CLEANING,3024,0,Guaranda,Bolivar,C,15,1
259,2013-05-25,10,111223,22.0,GROCERY I,1034,0,Quito,Pichincha,C,15,0
2448,2013-05-25,13,108797,8.0,GROCERY I,1004,0,Latacunga,Cotopaxi,C,15,1
3192,2013-05-25,14,111223,34.0,GROCERY I,1034,0,Riobamba,Chimborazo,C,7,1
3305,2013-05-25,14,114790,6.0,GROCERY I,1004,0,Riobamba,Chimborazo,C,7,1
4608,2013-05-25,16,111223,18.0,GROCERY I,1034,0,Santo Domingo,Santo Domingo de los Tsachilas,C,3,0
2370,2013-05-25,13,108786,21.0,CLEANING,3044,0,Latacunga,Cotopaxi,C,15,1
4887,2013-05-25,16,108833,5.0,EGGS,2502,1,Santo Domingo,Santo Domingo de los Tsachilas,C,3,0
1140,2013-05-25,11,114790,4.0,GROCERY I,1004,0,Cayambe,Pichincha,B,6,0
3258,2013-05-25,14,112830,1.0,GROCERY I,1044,0,Riobamba,Chimborazo,C,7,0
2636,2013-05-25,13,114778,4.0,GROCERY I,1016,0,Latacunga,Cotopaxi,C,15,0
592,2013-05-25,10,108952,1.0,CLEANING,3024,0,Quito,Pichincha,C,15,0
940,2013-05-25,11,111223,9.0,GROCERY I,1034,0,Cayambe,Pichincha,B,6,0
7190,2013-05-25,19,114799,15.0,PERSONAL CARE,4126,0,Guaranda,Bolivar,C,15,1
2926,2013-05-25,13,111397,3.0,GROCERY I,1072,0,Latacunga,Cotopaxi,C,15,0
6324,2013-05-25,18,114790,3.0,GROCERY I,1004,0,Quito,Pichincha,B,16,0
6467,2013-05-25,18,108698,1.0,DELI,2644,1,Quito,Pichincha,B,16,0
3541,2013-05-25,14,111397,1.0,GROCERY I,1072,0,Riobamba,Chimborazo,C,7,0
3764,2013-05-25,15,108797,5.0,GROCERY I,1004,0,Ibarra,Imbabura,C,15,0
4808,2013-05-25,16,114799,4.0,PERSONAL CARE,4126,0,Santo Domingo,Santo Domingo de los Tsachilas,C,3,0
4444,2013-05-25,16,108786,10.0,CLEANING,3044,0,Santo Domingo,Santo Domingo de los Tsachilas,C,3,1
1968,2013-05-25,12,114790,2.0,GROCERY I,1004,0,Latacunga,Cotopaxi,C,15,0
5420,2013-05-25,17,112830,4.0,GROCERY I,1044,0,Quito,Pichincha,C,12,0
6189,2013-05-25,18,112830,1.0,GROCERY I,1044,0,Quito,Pichincha,B,16,0
699,2013-05-25,11,108701,10.0,DELI,2644,1,Cayambe,Pichincha,B,6,1
2165,2013-05-25,12,108952,1.0,CLEANING,3024,0,Latacunga,Cotopaxi,C,15,0
5648,2013-05-25,17,114799,2.0,PERSONAL CARE,4126,0,Quito,Pichincha,C,12,0
7049,2013-05-25,19,114778,1.0,GROCERY I,1016,0,Guaranda,Bolivar,C,15,0
6116,2013-05-25,18,111223,7.0,GROCERY I,1034,0,Quito,Pichincha,B,16,0
5571,2013-05-25,17,114790,4.0,GROCERY I,1004,0,Quito,Pichincha,C,12,0
4730,2013-05-25,16,114790,5.0,GROCERY I,1004,0,Santo Domingo,Santo Domingo de los Tsachilas,C,3,0
6788,2013-05-25,19,108786,17.0,CLEANING,3044,0,Guaranda,Bolivar,C,15,1
1776,2013-05-25,12,111223,19.0,GROCERY I,1034,0,Latacunga,Cotopaxi,C,15,0
3844,2013-05-25,15,111223,17.0,GROCERY I,1034,0,Ibarra,Imbabura,C,15,0
6647,2013-05-25,18,111397,9.0,GROCERY I,1072,0,Quito,Pichincha,B,16,1
2703,2013-05-25,13,114790,4.0,GROCERY I,1004,0,Latacunga,Cotopaxi,C,15,1
3605,2013-05-25,15,108701,6.0,DELI,2644,1,Ibarra,Imbabura,C,15,1
1619,2013-05-25,12,108786,12.0,CLEANING,3044,0,Latacunga,Cotopaxi,C,15,0
5734,2013-05-25,17,108833,7.0,EGGS,2502,1,Quito,Pichincha,C,12,1
7116,2013-05-25,19,114790,10.0,GROCERY I,1004,0,Guaranda,Bolivar,C,15,1
4956,2013-05-25,16,108952,6.0,CLEANING,3024,0,Santo Domingo,Santo Domingo de los Tsachilas,C,3,1
29,2013-05-25,10,108701,2.0,DELI,2644,1,Quito,Pichincha,C,15,0
6868,2013-05-25,19,108797,1.0,GROCERY I,1004,0,Guaranda,Bolivar,C,15,0
414,2013-05-25,10,114790,3.0,GROCERY I,1004,0,Quito,Pichincha,C,15,0
5340,2013-05-25,17,111223,28.0,GROCERY I,1034,0,Quito,Pichincha,C,12,1
2112,2013-05-25,12,108833,2.0,EGGS,2502,1,Latacunga,Cotopaxi,C,15,0
4365,2013-05-25,16,108701,11.0,DELI,2644,1,Santo Domingo,Santo Domingo de los Tsachilas,C,3,1
645,2013-05-25,10,111397,1.0,GROCERY I,1072,0,Quito,Pichincha,C,15,0
2780,2013-05-25,13,114799,9.0,PERSONAL CARE,4126,0,Latacunga,Cotopaxi,C,15,1
6052,2013-05-25,18,108797,9.0,GROCERY I,1004,0,Quito,Pichincha,B,16,1
2228,2013-05-25,12,111397,6.0,GROCERY I,1072,0,Latacunga,Cotopaxi,C,15,1
6397,2013-05-25,18,114799,5.0,PERSONAL CARE,4126,0,Quito,Pichincha,B,16,1
5178,2013-05-25,17,108786,43.0,CLEANING,3044,0,Quito,Pichincha,C,12,1
3923,2013-05-25,15,112830,2.0,GROCERY I,1044,0,Ibarra,Imbabura,C,15,0
3682,2013-05-25,15,108786,15.0,CLEANING,3044,0,Ibarra,Imbabura,C,15,1
2972,2013-05-25,14,108701,2.0,DELI,2644,1,Riobamba,Chimborazo,C,7,0
2289,2013-05-25,13,108701,2.0,DELI,2644,1,Latacunga,Cotopaxi,C,15,0
4526,2013-05-25,16,108797,11.0,GROCERY I,1004,0,Santo Domingo,Santo Domingo de los Tsachilas,C,3,1
1702,2013-05-25,12,108797,4.0,GROCERY I,1004,0,Latacunga,Cotopaxi,C,15,0
1301,2013-05-25,11,108698,2.0,DELI,2644,1,Cayambe,Pichincha,B,6,0
4670,2013-05-25,16,114778,2.0,GROCERY I,1016,0,Santo Domingo,Santo Domingo de los Tsachilas,C,3,0
4888,2013-06-05,16,108833,11.0,EGGS,2502,1,Santo Domingo,Santo Domingo de los Tsachilas,C,3,1
5794,2013-06-05,17,108952,2.0,CLEANING,3024,0,Quito,Pichincha,C,12,0
2044,2013-06-05,12,114799,3.0,PERSONAL CARE,4126,0,Latacunga,Cotopaxi,C,15,0
5572,2013-06-05,17,114790,4.0,GROCERY I,1004,0,Quito,Pichincha,C,12,0
3606,2013-06-05,15,108701,7.0,DELI,2644,1,Ibarra,Imbabura,C,15,1
494,2013-06-05,10,114799,12.0,PERSONAL CARE,4126,0,Quito,Pichincha,C,15,1
7050,2013-06-05,19,114778,1.0,GROCERY I,1016,0,Guaranda,Bolivar,C,15,0
1703,2013-06-05,12,108797,1.0,GROCERY I,1004,0,Latacunga,Cotopaxi,C,15,0
6256,2013-06-05,18,114778,4.0,GROCERY I,1016,0,Quito,Pichincha,B,16,0
5735,2013-06-05,17,108833,5.0,EGGS,2502,1,Quito,Pichincha,C,12,0
4202,2013-06-05,15,108833,2.0,EGGS,2502,1,Ibarra,Imbabura,C,15,0
1375,2013-06-05,11,108833,4.0,EGGS,2502,1,Cayambe,Pichincha,B,6,1
7191,2013-06-05,19,114799,11.0,PERSONAL CARE,4126,0,Guaranda,Bolivar,C,15,1
3114,2013-06-05,14,108797,2.0,GROCERY I,1004,0,Riobamba,Chimborazo,C,7,0
1302,2013-06-05,11,108698,2.0,DELI,2644,1,Cayambe,Pichincha,B,6,0
3259,2013-06-05,14,112830,1.0,GROCERY I,1044,0,Riobamba,Chimborazo,C,7,0
5979,2013-06-05,18,108786,4.0,CLEANING,3044,0,Quito,Pichincha,B,16,0
5179,2013-06-05,17,108786,24.0,CLEANING,3044,0,Quito,Pichincha,C,12,0
5695,2013-06-05,17,108698,1.0,DELI,2644,1,Quito,Pichincha,C,12,0
1903,2013-06-05,12,114778,3.0,GROCERY I,1016,0,Latacunga,Cotopaxi,C,15,0
941,2013-06-05,11,111223,54.0,GROCERY I,1034,0,Cayambe,Pichincha,B,6,1
6468,2013-06-05,18,108698,3.0,DELI,2644,1,Quito,Pichincha,B,16,0
6939,2013-06-05,19,111223,18.0,GROCERY I,1034,0,Guaranda,Bolivar,C,15,0
4445,2013-06-05,16,108786,10.0,CLEANING,3044,0,Santo Domingo,Santo Domingo de los Tsachilas,C,3,1
2781,2013-06-05,13,114799,18.0,PERSONAL CARE,4126,0,Latacunga,Cotopaxi,C,15,1
2449,2013-06-05,13,108797,4.0,GROCERY I,1004,0,Latacunga,Cotopaxi,C,15,1
7359,2013-06-05,19,108952,2.0,CLEANING,3024,0,Guaranda,Bolivar,C,15,0
2166,2013-06-05,12,108952,7.0,CLEANING,3024,0,Latacunga,Cotopaxi,C,15,1
3683,2013-06-05,15,108786,5.0,CLEANING,3044,0,Ibarra,Imbabura,C,15,0
5262,2013-06-05,17,108797,4.0,GROCERY I,1004,0,Quito,Pichincha,C,12,0
4126,2013-06-05,15,114799,4.0,PERSONAL CARE,4126,0,Ibarra,Imbabura,C,15,0
782,2013-06-05,11,108786,20.0,CLEANING,3044,0,Cayambe,Pichincha,B,6,0
415,2013-06-05,10,114790,3.0,GROCERY I,1004,0,Quito,Pichincha,C,15,0
6117,2013-06-05,18,111223,15.0,GROCERY I,1034,0,Quito,Pichincha,B,16,1
2371,2013-06-05,13,108786,22.0,CLEANING,3044,0,Latacunga,Cotopaxi,C,15,1
6789,2013-06-05,19,108786,10.0,CLEANING,3044,0,Guaranda,Bolivar,C,15,0
1434,2013-06-05,11,108952,3.0,CLEANING,3024,0,Cayambe,Pichincha,B,6,1
6869,2013-06-05,19,108797,3.0,GROCERY I,1004,0,Guaranda,Bolivar,C,15,0
2637,2013-06-05,13,114778,1.0,GROCERY I,1016,0,Latacunga,Cotopaxi,C,15,0
863,2013-06-05,11,108797,3.0,GROCERY I,1004,0,Cayambe,Pichincha,B,6,0
260,2013-06-05,10,111223,16.0,GROCERY I,1034,0,Quito,Pichincha,C,15,0
4609,2013-06-05,16,111223,9.0,GROCERY I,1034,0,Santo Domingo,Santo Domingo de los Tsachilas,C,3,0
700,2013-06-05,11,108701,5.0,DELI,2644,1,Cayambe,Pichincha,B,6,0
6533,2013-06-05,18,108833,3.0,EGGS,2502,1,Quito,Pichincha,B,16,0
2290,2013-06-05,13,108701,2.0,DELI,2644,1,Latacunga,Cotopaxi,C,15,0
4527,2013-06-05,16,108797,8.0,GROCERY I,1004,0,Santo Domingo,Santo Domingo de los Tsachilas,C,3,0
6398,2013-06-05,18,114799,1.0,PERSONAL CARE,4126,0,Quito,Pichincha,B,16,0
3924,2013-06-05,15,112830,2.0,GROCERY I,1044,0,Ibarra,Imbabura,C,15,0
1543,2013-06-05,12,108701,2.0,DELI,2644,1,Latacunga,Cotopaxi,C,15,0
3477,2013-06-05,14,108952,2.0,CLEANING,3024,0,Riobamba,Chimborazo,C,7,0
5341,2013-06-05,17,111223,18.0,GROCERY I,1034,0,Quito,Pichincha,C,12,0
1022,2013-06-05,11,112830,5.0,GROCERY I,1044,0,Cayambe,Pichincha,B,6,0
2113,2013-06-05,12,108833,3.0,EGGS,2502,1,Latacunga,Cotopaxi,C,15,1
7007,2013-06-05,19,112830,1.0,GROCERY I,1044,0,Guaranda,Bolivar,C,15,0
1845,2013-06-05,12,112830,1.0,GROCERY I,1044,0,Latacunga,Cotopaxi,C,15,0
5649,2013-06-05,17,114799,3.0,PERSONAL CARE,4126,0,Quito,Pichincha,C,12,0
1141,2013-06-05,11,114790,4.0,GROCERY I,1004,0,Cayambe,Pichincha,B,6,0
6053,2013-06-05,18,108797,1.0,GROCERY I,1004,0,Quito,Pichincha,B,16,0
7316,2013-06-05,19,108833,1.0,EGGS,2502,1,Guaranda,Bolivar,C,15,0
2590,2013-06-05,13,112830,1.0,GROCERY I,1044,0,Latacunga,Cotopaxi,C,15,0
2973,2013-06-05,14,108701,3.0,DELI,2644,1,Riobamba,Chimborazo,C,7,1
111,2013-06-05,10,108786,31.0,CLEANING,3044,0,Quito,Pichincha,C,15,0
593,2013-06-05,10,108952,2.0,CLEANING,3024,0,Quito,Pichincha,C,15,0
7117,2013-06-05,19,114790,2.0,GROCERY I,1004,0,Guaranda,Bolivar,C,15,0
2927,2013-06-05,13,111397,2.0,GROCERY I,1072,0,Latacunga,Cotopaxi,C,15,0
3382,2013-06-05,14,114799,13.0,PERSONAL CARE,4126,0,Riobamba,Chimborazo,C,7,1
5028,2013-06-05,16,111397,2.0,GROCERY I,1072,0,Santo Domingo,Santo Domingo de los Tsachilas,C,3,0
1969,2013-06-05,12,114790,7.0,GROCERY I,1004,0,Latacunga,Cotopaxi,C,15,1
1620,2013-06-05,12,108786,11.0,CLEANING,3044,0,Latacunga,Cotopaxi,C,15,0
2704,2013-06-05,13,114790,3.0,GROCERY I,1004,0,Latacunga,Cotopaxi,C,15,0
2882,2013-06-05,13,108952,1.0,CLEANING,3024,0,Latacunga,Cotopaxi,C,15,0
6648,2013-06-05,18,111397,5.0,GROCERY I,1072,0,Quito,Pichincha,B,16,0
7254,2013-06-05,19,108698,1.0,DELI,2644,1,Guaranda,Bolivar,C,15,0
1073,2013-06-05,11,114778,1.0,GROCERY I,1016,0,Cayambe,Pichincha,B,6,0
3845,2013-06-05,15,111223,54.0,GROCERY I,1034,0,Ibarra,Imbabura,C,15,1
5494,2013-06-05,17,114778,2.0,GROCERY I,1016,0,Quito,Pichincha,C,12,0
1223,2013-06-05,11,114799,4.0,PERSONAL CARE,4126,0,Cayambe,Pichincha,B,6,0
4048,2013-06-05,15,114790,8.0,GROCERY I,1004,0,Ibarra,Imbabura,C,15,1
1777,2013-06-05,12,111223,31.0,GROCERY I,1034,0,Latacunga,Cotopaxi,C,15,1
4957,2013-06-05,16,108952,3.0,CLEANING,3024,0,Santo Domingo,Santo Domingo de los Tsachilas,C,3,0
6190,2013-06-05,18,112830,2.0,GROCERY I,1044,0,Quito,Pichincha,B,16,0
5101,2013-06-05,17,108701,1.0,DELI,2644,1,Quito,Pichincha,C,12,0
5421,2013-06-05,17,112830,2.0,GROCERY I,1044,0,Quito,Pichincha,C,12,0
4809,2013-06-05,16,114799,3.0,PERSONAL CARE,4126,0,Santo Domingo,Santo Domingo de los Tsachilas,C,3,0
3033,2013-06-05,14,108786,11.0,CLEANING,3044,0,Riobamba,Chimborazo,C,7,0
3193,2013-06-05,14,111223,3.0,GROCERY I,1034,0,Riobamba,Chimborazo,C,7,0
4731,2013-06-05,16,114790,6.0,GROCERY I,1004,0,Santo Domingo,Santo Domingo de los Tsachilas,C,3,0
3542,2013-06-05,14,111397,8.0,GROCERY I,1072,0,Riobamba,Chimborazo,C,7,1
190,2013-06-05,10,108797,1.0,GROCERY I,1004,0,Quito,Pichincha,C,15,0
2520,2013-06-05,13,111223,21.0,GROCERY I,1034,0,Latacunga,Cotopaxi,C,15,1
6325,2013-06-05,18,114790,4.0,GROCERY I,1004,0,Quito,Pichincha,B,16,1
30,2013-06-05,10,108701,4.0,DELI,2644,1,Quito,Pichincha,C,15,0
3194,2013-06-10,14,111223,36.0,GROCERY I,1034,0,Riobamba,Chimborazo,C,7,1
4671,2013-06-10,16,114778,2.0,GROCERY I,1016,0,Santo Domingo,Santo Domingo de los Tsachilas,C,3,0
1904,2013-06-10,12,114778,5.0,GROCERY I,1016,0,Latacunga,Cotopaxi,C,15,1
783,2013-06-10,11,108786,29.0,CLEANING,3044,0,Cayambe,Pichincha,B,6,1
3846,2013-06-10,15,111223,45.0,GROCERY I,1034,0,Ibarra,Imbabura,C,15,1
5913,2013-06-10,18,108701,3.0,DELI,2644,1,Quito,Pichincha,B,16,0
5422,2013-06-10,17,112830,3.0,GROCERY I,1044,0,Quito,Pichincha,C,12,0
594,2013-06-10,10,108952,1.0,CLEANING,3024,0,Quito,Pichincha,C,15,0
3925,2013-06-10,15,112830,7.0,GROCERY I,1044,0,Ibarra,Imbabura,C,15,1
6054,2013-06-10,18,108797,5.0,GROCERY I,1004,0,Quito,Pichincha,B,16,1
112,2013-06-10,10,108786,31.0,CLEANING,3044,0,Quito,Pichincha,C,15,0
3986,2013-06-10,15,114778,13.0,GROCERY I,1016,0,Ibarra,Imbabura,C,15,1
1544,2013-06-10,12,108701,3.0,DELI,2644,1,Latacunga,Cotopaxi,C,15,0
558,2013-06-10,10,108833,2.0,EGGS,2502,1,Quito,Pichincha,C,15,1
4049,2013-06-10,15,114790,4.0,GROCERY I,1004,0,Ibarra,Imbabura,C,15,0
4309,2013-06-10,15,111397,2.0,GROCERY I,1072,0,Ibarra,Imbabura,C,15,0
1479,2013-06-10,11,111397,3.0,GROCERY I,1072,0,Cayambe,Pichincha,B,6,0
5495,2013-06-10,17,114778,7.0,GROCERY I,1016,0,Quito,Pichincha,C,12,0
1435,2013-06-10,11,108952,2.0,CLEANING,3024,0,Cayambe,Pichincha,B,6,0
4127,2013-06-10,15,114799,7.0,PERSONAL CARE,4126,0,Ibarra,Imbabura,C,15,1
5980,2013-06-10,18,108786,4.0,CLEANING,3044,0,Quito,Pichincha,B,16,0
6940,2013-06-10,19,111223,19.0,GROCERY I,1034,0,Guaranda,Bolivar,C,15,0
4203,2013-06-10,15,108833,2.0,EGGS,2502,1,Ibarra,Imbabura,C,15,0
4249,2013-06-10,15,108952,5.0,CLEANING,3024,0,Ibarra,Imbabura,C,15,1
495,2013-06-10,10,114799,12.0,PERSONAL CARE,4126,0,Quito,Pichincha,C,15,1
1621,2013-06-10,12,108786,8.0,CLEANING,3044,0,Latacunga,Cotopaxi,C,15,0
3260,2013-06-10,14,112830,1.0,GROCERY I,1044,0,Riobamba,Chimborazo,C,7,0
6118,2013-06-10,18,111223,10.0,GROCERY I,1034,0,Quito,Pichincha,B,16,0
3765,2013-06-10,15,108797,3.0,GROCERY I,1004,0,Ibarra,Imbabura,C,15,0
6257,2013-06-10,18,114778,9.0,GROCERY I,1016,0,Quito,Pichincha,B,16,1
1224,2013-06-10,11,114799,7.0,PERSONAL CARE,4126,0,Cayambe,Pichincha,B,6,0
3383,2013-06-10,14,114799,8.0,PERSONAL CARE,4126,0,Riobamba,Chimborazo,C,7,0
4610,2013-06-10,16,111223,15.0,GROCERY I,1034,0,Santo Domingo,Santo Domingo de los Tsachilas,C,3,0
1846,2013-06-10,12,112830,1.0,GROCERY I,1044,0,Latacunga,Cotopaxi,C,15,0
3439,2013-06-10,14,108833,2.0,EGGS,2502,1,Riobamba,Chimborazo,C,7,0
6790,2013-06-10,19,108786,12.0,CLEANING,3044,0,Guaranda,Bolivar,C,15,0
5342,2013-06-10,17,111223,26.0,GROCERY I,1034,0,Quito,Pichincha,C,12,1
3478,2013-06-10,14,108952,2.0,CLEANING,3024,0,Riobamba,Chimborazo,C,7,0
4528,2013-06-10,16,108797,11.0,GROCERY I,1004,0,Santo Domingo,Santo Domingo de los Tsachilas,C,3,1
6191,2013-06-10,18,112830,3.0,GROCERY I,1044,0,Quito,Pichincha,B,16,0
701,2013-06-10,11,108701,7.0,DELI,2644,1,Cayambe,Pichincha,B,6,0
3543,2013-06-10,14,111397,6.0,GROCERY I,1072,0,Riobamba,Chimborazo,C,7,1
1778,2013-06-10,12,111223,37.0,GROCERY I,1034,0,Latacunga,Cotopaxi,C,15,1
5573,2013-06-10,17,114790,1.0,GROCERY I,1004,0,Quito,Pichincha,C,12,0
3607,2013-06-10,15,108701,1.0,DELI,2644,1,Ibarra,Imbabura,C,15,0
416,2013-06-10,10,114790,5.0,GROCERY I,1004,0,Quito,Pichincha,C,15,1
1704,2013-06-10,12,108797,1.0,GROCERY I,1004,0,Latacunga,Cotopaxi,C,15,0
3684,2013-06-10,15,108786,9.0,CLEANING,3044,0,Ibarra,Imbabura,C,15,0
7192,2013-06-10,19,114799,1.0,PERSONAL CARE,4126,0,Guaranda,Bolivar,C,15,0
1303,2013-06-10,11,108698,1.0,DELI,2644,1,Cayambe,Pichincha,B,6,0
4446,2013-06-10,16,108786,6.0,CLEANING,3044,0,Santo Domingo,Santo Domingo de los Tsachilas,C,3,0
1970,2013-06-10,12,114790,3.0,GROCERY I,1004,0,Latacunga,Cotopaxi,C,15,0
31,2013-06-10,10,108701,2.0,DELI,2644,1,Quito,Pichincha,C,15,0
1142,2013-06-10,11,114790,7.0,GROCERY I,1004,0,Cayambe,Pichincha,B,6,0
5029,2013-06-10,16,111397,2.0,GROCERY I,1072,0,Santo Domingo,Santo Domingo de los Tsachilas,C,3,0
4732,2013-06-10,16,114790,5.0,GROCERY I,1004,0,Santo Domingo,Santo Domingo de los Tsachilas,C,3,0
1074,2013-06-10,11,114778,5.0,GROCERY I,1016,0,Cayambe,Pichincha,B,6,1
5102,2013-06-10,17,108701,2.0,DELI,2644,1,Quito,Pichincha,C,12,0
191,2013-06-10,10,108797,3.0,GROCERY I,1004,0,Quito,Pichincha,C,15,0
2521,2013-06-10,13,111223,41.0,GROCERY I,1034,0,Latacunga,Cotopaxi,C,15,1
7118,2013-06-10,19,114790,4.0,GROCERY I,1004,0,Guaranda,Bolivar,C,15,0
2167,2013-06-10,12,108952,5.0,CLEANING,3024,0,Latacunga,Cotopaxi,C,15,1
261,2013-06-10,10,111223,37.0,GROCERY I,1034,0,Quito,Pichincha,C,15,1
5180,2013-06-10,17,108786,29.0,CLEANING,3044,0,Quito,Pichincha,C,12,0
864,2013-06-10,11,108797,3.0,GROCERY I,1004,0,Cayambe,Pichincha,B,6,0
1023,2013-06-10,11,112830,13.0,GROCERY I,1044,0,Cayambe,Pichincha,B,6,1
3115,2013-06-10,14,108797,2.0,GROCERY I,1004,0,Riobamba,Chimborazo,C,7,0
2591,2013-06-10,13,112830,2.0,GROCERY I,1044,0,Latacunga,Cotopaxi,C,15,0
4889,2013-06-10,16,108833,10.0,EGGS,2502,1,Santo Domingo,Santo Domingo de los Tsachilas,C,3,1
5650,2013-06-10,17,114799,3.0,PERSONAL CARE,4126,0,Quito,Pichincha,C,12,0
3034,2013-06-10,14,108786,13.0,CLEANING,3044,0,Riobamba,Chimborazo,C,7,0
5795,2013-06-10,17,108952,3.0,CLEANING,3024,0,Quito,Pichincha,C,12,0
328,2013-06-10,10,112830,2.0,GROCERY I,1044,0,Quito,Pichincha,C,15,0
5736,2013-06-10,17,108833,4.0,EGGS,2502,1,Quito,Pichincha,C,12,0
6469,2013-06-10,18,108698,1.0,DELI,2644,1,Quito,Pichincha,B,16,0
7360,2013-06-10,19,108952,1.0,CLEANING,3024,0,Guaranda,Bolivar,C,15,0
2705,2013-06-10,13,114790,5.0,GROCERY I,1004,0,Latacunga,Cotopaxi,C,15,1
4810,2013-06-10,16,114799,4.0,PERSONAL CARE,4126,0,Santo Domingo,Santo Domingo de los Tsachilas,C,3,0
2114,2013-06-10,12,108833,1.0,EGGS,2502,1,Latacunga,Cotopaxi,C,15,0
942,2013-06-10,11,111223,52.0,GROCERY I,1034,0,Cayambe,Pichincha,B,6,1
2229,2013-06-10,12,111397,2.0,GROCERY I,1072,0,Latacunga,Cotopaxi,C,15,0
6649,2013-06-10,18,111397,7.0,GROCERY I,1072,0,Quito,Pichincha,B,16,0
2782,2013-06-10,13,114799,1.0,PERSONAL CARE,4126,0,Latacunga,Cotopaxi,C,15,0
2638,2013-06-10,13,114778,3.0,GROCERY I,1016,0,Latacunga,Cotopaxi,C,15,0
2291,2013-06-10,13,108701,1.0,DELI,2644,1,Latacunga,Cotopaxi,C,15,0
4958,2013-06-10,16,108952,4.0,CLEANING,3024,0,Santo Domingo,Santo Domingo de los Tsachilas,C,3,0
2372,2013-06-10,13,108786,11.0,CLEANING,3044,0,Latacunga,Cotopaxi,C,15,0
6534,2013-06-10,18,108833,10.0,EGGS,2502,1,Quito,Pichincha,B,16,1
5696,2013-06-10,17,108698,2.0,DELI,2644,1,Quito,Pichincha,C,12,0
7051,2013-06-10,19,114778,1.0,GROCERY I,1016,0,Guaranda,Bolivar,C,15,0
2974,2013-06-10,14,108701,2.0,DELI,2644,1,Riobamba,Chimborazo,C,7,0
6326,2013-06-10,18,114790,4.0,GROCERY I,1004,0,Quito,Pichincha,B,16,1
6399,2013-06-10,18,114799,6.0,PERSONAL CARE,4126,0,Quito,Pichincha,B,16,1
5263,2013-06-10,17,108797,5.0,GROCERY I,1004,0,Quito,Pichincha,C,12,0
1905,2013-06-13,12,114778,2.0,GROCERY I,1016,0,Latacunga,Cotopaxi,C,15,0
4890,2013-06-13,16,108833,6.0,EGGS,2502,1,Santo Domingo,Santo Domingo de los Tsachilas,C,3,0
1705,2013-06-13,12,108797,5.0,GROCERY I,1004,0,Latacunga,Cotopaxi,C,15,1
2373,2013-06-13,13,108786,9.0,CLEANING,3044,0,Latacunga,Cotopaxi,C,15,0
113,2013-06-13,10,108786,26.0,CLEANING,3044,0,Quito,Pichincha,C,15,0
6327,2013-06-13,18,114790,2.0,GROCERY I,1004,0,Quito,Pichincha,B,16,0
3195,2013-06-13,14,111223,15.0,GROCERY I,1034,0,Riobamba,Chimborazo,C,7,0
702,2013-06-13,11,108701,6.0,DELI,2644,1,Cayambe,Pichincha,B,6,0
3685,2013-06-13,15,108786,8.0,CLEANING,3044,0,Ibarra,Imbabura,C,15,0
943,2013-06-13,11,111223,12.0,GROCERY I,1034,0,Cayambe,Pichincha,B,6,0
417,2013-06-13,10,114790,1.0,GROCERY I,1004,0,Quito,Pichincha,C,15,0
3987,2013-06-13,15,114778,5.0,GROCERY I,1016,0,Ibarra,Imbabura,C,15,0
1143,2013-06-13,11,114790,3.0,GROCERY I,1004,0,Cayambe,Pichincha,B,6,0
192,2013-06-13,10,108797,7.0,GROCERY I,1004,0,Quito,Pichincha,C,15,1
7361,2013-06-13,19,108952,2.0,CLEANING,3024,0,Guaranda,Bolivar,C,15,0
4611,2013-06-13,16,111223,17.0,GROCERY I,1034,0,Santo Domingo,Santo Domingo de los Tsachilas,C,3,0
1545,2013-06-13,12,108701,1.0,DELI,2644,1,Latacunga,Cotopaxi,C,15,0
4529,2013-06-13,16,108797,8.0,GROCERY I,1004,0,Santo Domingo,Santo Domingo de los Tsachilas,C,3,0
3116,2013-06-13,14,108797,3.0,GROCERY I,1004,0,Riobamba,Chimborazo,C,7,0
3847,2013-06-13,15,111223,25.0,GROCERY I,1034,0,Ibarra,Imbabura,C,15,0
1225,2013-06-13,11,114799,6.0,PERSONAL CARE,4126,0,Cayambe,Pichincha,B,6,0
559,2013-06-13,10,108833,2.0,EGGS,2502,1,Quito,Pichincha,C,15,1
4250,2013-06-13,15,108952,1.0,CLEANING,3024,0,Ibarra,Imbabura,C,15,0
595,2013-06-13,10,108952,2.0,CLEANING,3024,0,Quito,Pichincha,C,15,0
6650,2013-06-13,18,111397,5.0,GROCERY I,1072,0,Quito,Pichincha,B,16,0
3306,2013-06-13,14,114790,3.0,GROCERY I,1004,0,Riobamba,Chimborazo,C,7,0
5914,2013-06-13,18,108701,3.0,DELI,2644,1,Quito,Pichincha,B,16,0
2783,2013-06-13,13,114799,2.0,PERSONAL CARE,4126,0,Latacunga,Cotopaxi,C,15,0
3479,2013-06-13,14,108952,4.0,CLEANING,3024,0,Riobamba,Chimborazo,C,7,0
