,date,store_nbr,item_nbr,unit_sales,family,class,perishable,city,state,type,cluster,is_hot
75,2013-08-09,5,122418,9.0,GROCERY I,1004,0,Santo Domingo,Santo Domingo de los Tsachilas,D,4,0
23,2013-08-09,5,119624,3.0,BEVERAGES,1122,0,Santo Domingo,Santo Domingo de los Tsachilas,D,4,0
76,2013-09-03,5,122418,12.0,GROCERY I,1004,0,Santo Domingo,Santo Domingo de los Tsachilas,D,4,0
49,2013-09-03,5,121964,2.0,AUTOMOTIVE,6810,0,Santo Domingo,Santo Domingo de los Tsachilas,D,4,1
24,2013-09-03,5,119624,1.0,BEVERAGES,1122,0,Santo Domingo,Santo Domingo de los Tsachilas,D,4,0
77,2013-09-06,5,122418,15.0,GROCERY I,1004,0,Santo Domingo,Santo Domingo de los Tsachilas,D,4,0
25,2013-09-06,5,119624,3.0,BEVERAGES,1122,0,Santo Domingo,Santo Domingo de los Tsachilas,D,4,0
78,2013-09-09,5,122418,14.0,GROCERY I,1004,0,Santo Domingo,Santo Domingo de los Tsachilas,D,4,0
26,2013-09-09,5,119624,1.0,BEVERAGES,1122,0,Santo Domingo,Santo Domingo de los Tsachilas,D,4,0
27,2013-10-03,5,119624,4.0,BEVERAGES,1122,0,Santo Domingo,Santo Domingo de los Tsachilas,D,4,0
79,2013-10-03,5,122418,7.0,GROCERY I,1004,0,Santo Domingo,Santo Domingo de los Tsachilas,D,4,0
50,2013-10-06,5,121964,1.0,AUTOMOTIVE,6810,0,Santo Domingo,Santo Domingo de los Tsachilas,D,4,0
28,2013-10-06,5,119624,6.0,BEVERAGES,1122,0,Santo Domingo,Santo Domingo de los Tsachilas,D,4,1
80,2013-10-06,5,122418,17.0,GROCERY I,1004,0,Santo Domingo,Santo Domingo de los Tsachilas,D,4,0
29,2013-10-09,5,119624,2.0,BEVERAGES,1122,0,Santo Domingo,Santo Domingo de los Tsachilas,D,4,0
81,2013-10-09,5,122418,6.0,GROCERY I,1004,0,Santo Domingo,Santo Domingo de los Tsachilas,D,4,0
30,2013-11-03,5,119624,3.0,BEVERAGES,1122,0,Santo Domingo,Santo Domingo de los Tsachilas,D,4,0
82,2013-11-03,5,122418,26.0,GROCERY I,1004,0,Santo Domingo,Santo Domingo de los Tsachilas,D,4,1
83,2013-11-06,5,122418,17.0,GROCERY I,1004,0,Santo Domingo,Santo Domingo de los Tsachilas,D,4,0
31,2013-11-06,5,119624,3.0,BEVERAGES,1122,0,Santo Domingo,Santo Domingo de los Tsachilas,D,4,0
51,2013-11-09,5,121964,3.0,AUTOMOTIVE,6810,0,Santo Domingo,Santo Domingo de los Tsachilas,D,4,1
32,2013-11-09,5,119624,2.0,BEVERAGES,1122,0,Santo Domingo,Santo Domingo de los Tsachilas,D,4,0
84,2013-11-09,5,122418,19.0,GROCERY I,1004,0,Santo Domingo,Santo Domingo de los Tsachilas,D,4,1
33,2013-12-03,5,119624,4.0,BEVERAGES,1122,0,Santo Domingo,Santo Domingo de los Tsachilas,D,4,0
85,2013-12-03,5,122418,7.0,GROCERY I,1004,0,Santo Domingo,Santo Domingo de los Tsachilas,D,4,0
52,2013-12-06,5,121964,1.0,AUTOMOTIVE,6810,0,Santo Domingo,Santo Domingo de los Tsachilas,D,4,0
86,2013-12-06,5,122418,21.0,GROCERY I,1004,0,Santo Domingo,Santo Domingo de los Tsachilas,D,4,1
34,2013-12-06,5,119624,3.0,BEVERAGES,1122,0,Santo Domingo,Santo Domingo de los Tsachilas,D,4,0
35,2013-12-09,5,119624,1.0,BEVERAGES,1122,0,Santo Domingo,Santo Domingo de los Tsachilas,D,4,0
53,2013-12-09,5,121964,2.0,AUTOMOTIVE,6810,0,Santo Domingo,Santo Domingo de los Tsachilas,D,4,1
87,2013-12-09,5,122418,8.0,GROCERY I,1004,0,Santo Domingo,Santo Domingo de los Tsachilas,D,4,0
